#,Item No.,Item Description,Base Price List,Factor,Primary Currency - Base Price (currency),Primary Currency - Base Price,Primary Currency - Price (currency),Primary Currency - Price,Primary Currency - Manual,Inventory UoM,Pricing Unit,Final Price,INR,USD,EURO
3746,BMC-QC-E-020,Push Pull meter,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3747,BMC-QC-E-021,Force gauge,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3748,BMC-QC-E-028,Hardness Tester,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3749,BMC-QC-E-029,Digital MicroOhm meter,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3750,BMC-QC-E-030,Digital Multimeter,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3751,BMC-QC-E-030A,Digital Luxmeter,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3752,BMC-QC-E-031,Digital Manometer,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3753,BMC-QC-E-032,Pressure Gauge,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3754,BMC-QC-E-033,Vernier Caliper,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3755,BMC-QC-E-034,Nellcor Puritan Bennet,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3756,BMC-QC-E-035,Ventilator- Drager Evita XL,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3757,BMC-QC-E-036,ECG Recorder,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3758,BMC-QC-E-044,Digital Multimeter,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3759,BMC-QC-E-049,DIGITAL MULTIMETER,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3760,BMC-QC-E-050,Digital Multimeter,Purchase Price List,1,INR,330000,INR,330000,N,Manual,Manual,330000,1,85.56,92.52
3761,BMC-QC-E-051,Digital Multimeter,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3762,BMC-QC-E-052,Adult tube leak detector,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3763,BMC-QC-E-053,Clip Force Measuring Instrument,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3764,BMC-QC-E-055,Ventilator( Macquet Servo I ),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3765,BMC-QC-E-056,Digital Depth gauge,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3766,BMC-QC-E-057,Digital Multimeter,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3767,BMC-QC-E-058,3/5 Testing Jig-6 pin,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3768,BMC-QC-E-059,Digital Testing Jig (10 lead),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3769,BMC-QC-E-060,INSULATION TESTER-FLUKE,Purchase Price List,1,INR,43760,INR,43760,N,Manual,Manual,43760,1,85.56,92.52
3770,BMC-QC-E-061,3/5 Lead Test Jig(V2),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3771,BMC-QC-E-062,Digital Vernier Caliper,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3772,BMC-QC-E-063,Digital Lux Meter,Purchase Price List,1,INR,14455,INR,14455,N,Manual,Manual,14455,1,85.56,92.52
3773,BMC-QC-E-064,Digital Manometer,Purchase Price List,1,INR,11662,INR,11662,N,Manual,Manual,11662,1,85.56,92.52
3774,BMC-QC-E-065,Digital Multimeter,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3775,BMC-QC-E-066,Tip Thermometer (TM-100),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3776,BMC-QC-E-067,Test Jig for ∆P & R measurement,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3777,BMC-QC-E-068,Pressure Gauge,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3778,BMC-QC-E-069,Test Jig for ∆P & R measurement-02,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3779,BMC-QC-E-070,Pressure Gauge,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3780,BMC-QC-E-071,Breathing Tube Leaking detector(V19),Purchase Price List,1,INR,23600,INR,23600,N,Manual,Manual,23600,1,85.56,92.52
3781,BMC-QC-E-072,Air Compressor Machine,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3782,BMC-QC-E-073,Water Bath for Temp Measurement,Purchase Price List,1,INR,51684,INR,51684,N,Manual,Manual,51684,1,85.56,92.52
3783,BMC-QC-E-074,Digital Testing Jig (10 lead)-II,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3784,BMC-QC-E-075,WATER BATH,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3785,BMC-QC-E-076,PATIENT MONITOR (AKAS),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3786,BMC-QC-E-077,DEFIB ANALYZER (IMPULSE 4000),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3787,BMC-QC-E-078,MEASURING SCALE -(1M),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3788,BMC-QC-E-079,Pressure Gauge,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3789,BMC-QC-E-080,Aries Flow Analyzer,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3790,BMC-QC-E-081,ECG INPUT CABLE DIGITAL JIG (V1),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3791,BMC-QC-E-082,DG400 DIGITAL JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3792,BMC-QC-E-083,HP VIRIDIYA DIGITAL JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3793,BMC-QC-E-084,DIGITAL INTERFACE CABLE JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3794,BMC-QC-E-085,DIGITAL 5 LEAD ECG CABLE TESTING JIG-GE,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3795,BMC-QC-E-086,SPO2 DIGITAL INPUT CABLE TEST JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3796,BMC-QC-E-087,CFM_V2 jig,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3797,BMC-QC-E-088,Digital DC Regulated Power Supply,Purchase Price List,1,INR,11883,INR,11883,N,Manual,Manual,11883,1,85.56,92.52
3798,BMC-QC-E-089,MULTIMETER (PC7000),Purchase Price List,1,INR,16039,INR,16039,N,Manual,Manual,16039,1,85.56,92.52
3799,BMC-QC-E-090,DIGITAL FORCE GAUGE,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3800,BMC-QC-E-091,IBP CABLES -EDWARD LED JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3801,BMC-QC-E-092,IBP CABLES -ABBOT LED JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3802,BMC-QC-E-093,IBP CABLES -BD LED JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3803,BMC-QC-E-094,OS5 PCB PROGRAM READER,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3804,BMC-QC-E-095,SPO2 EXTENSION CABLE TEST JIG - TRUSCOPE ELITE,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3805,BMC-QC-E-096,EXTENSION CABLE -TEST JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3806,BMC-QC-E-097,ESU BUTTON COUNT -TEST JIG -1,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3807,BMC-QC-E-098,CABLE FLEXING TESTER,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3808,BMC-QC-E-099,SINGLE & DUAL VAP WIRE ADAPTOR CABLE TEST JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3809,BMC-QC-E-100,STEEL RULE-AJANDA,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3810,BMC-QC-E-101,PAGE WRITER -BIONET,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3811,BMC-QC-E-102,HAMILTON C2 VENTILATOR,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3812,BMC-QC-E-103,SERVO TEMP.PROBE - TEST JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3813,BMC-QC-E-104,Pull Test machine,Purchase Price List,1,INR,53100,INR,53100,N,Manual,Manual,53100,1,85.56,92.52
3814,BMC-QC-E-105,Colour Printer,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3815,BMC-QC-E-106,ESU Diathermy-Force FX,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3816,BMC-QC-E-107,ESU BUTTON COUNT -TEST JIG -2,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3817,BMC-QC-E-108,ESU BUTTON COUNT -TEST JIG -3,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3818,BMC-QC-E-109,Tip thermo meter,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3819,BMC-QC-E-110,Shore a hardness tester,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3820,BMC-QC-E-111,PPT-50 PUSH PULL TESTER,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3821,BMC-QC-E-112,Crimp height Micrometer,Purchase Price List,1,INR,22891,INR,22891,N,Manual,Manual,22891,1,85.56,92.52
3822,BMC-QC-E-113,Cable Tester Machine (M.NO::8761FA),Purchase Price List,1,USD,3800,USD,3800,N,Manual,Manual,325128,1,85.56,92.52
3823,BMC-QC-E-114,REMOTE CABLE BUTTON TESTER,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3824,BMC-QC-E-115,O2 LEAK TESTER,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3825,BMC-QC-E-116,Digital Dial Indicator,Purchase Price List,1,INR,13157,INR,13157,N,Manual,Manual,13157,1,85.56,92.52
3826,BMC-QC-E-117,Comparator Stand,Purchase Price List,1,INR,6490,INR,6490,N,Manual,Manual,6490,1,85.56,92.52
3827,BMC-QC-E-118,Tip Thermometer,Purchase Price List,1,INR,9912,INR,9912,N,Manual,Manual,9912,1,85.56,92.52
3828,BMC-QC-E-119,Tip Thermometer-O2,Purchase Price List,1,INR,9912,INR,9912,N,Manual,Manual,9912,1,85.56,92.52
3829,BMC-QC-E-120,Video Magnifier,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3830,BMC-QC-E-121,Digital push pull gauge,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3831,BMC-QC-E-122,BI Incubator,Purchase Price List,1,INR,23010,INR,23010,N,Manual,Manual,23010,1,85.56,92.52
3832,BMC-QC-E-123,Digital Vernier(0-200mm),Purchase Price List,1,INR,9605,INR,9605,N,Manual,Manual,9605,1,85.56,92.52
3833,BMC-QC-E-124,Digital Multimeter Fluke 17B+,Purchase Price List,1,INR,11682,INR,11682,N,Manual,Manual,11682,1,85.56,92.52
3834,BMC-QC-E-125,Digital Crimp Height Micrometer 0-20mm,Purchase Price List,1,INR,23600,INR,23600,N,Manual,Manual,23600,1,85.56,92.52
3835,BMC-QC-E-126,BCC Test Jig,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3836,BMC-QC-E-127,Multimeter,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3837,BMC-QC-E-128,Multimeter,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3838,BMC-QC-E-129,SFC LEAD - CONTINUITY TEST JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3839,BMC-QC-E-130,3 MM LED -TEST JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3840,BMC-QC-E-131,10 Lead Main cable tester,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3841,BMC-QC-E-132,Water Bath,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3842,BMC-QC-E-133,Autoclave,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3843,BMC-QC-E-134,Pressure gauge in testing room.,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3844,BMC-QC-E-135,Digital Multimeter - Fluke  /Trichy,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3845,BMC-QC-E-136,LM35 TEST JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3846,BMC-QC-E-137,OS7 One wire chip reader zig,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3847,BMC-QC-E-138,Oxygen Analyser,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3848,BMC-QC-E-139,SFC Test Jig 1,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3849,BMC-QC-E-140,SFC Test Jig 2,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3850,BMC-QC-E-141,SFC Test Jig 3,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3851,BMC-QC-E-142,ESD wrist band with a connector,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3852,BMC-QC-E-143,ESD wrist band with a connector,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3853,BMC-QC-E-144,Surface resistivity meter,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3854,BMC-QC-E-145,Digital multimeter,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3855,BMC-QC-E-146,Leak test zig - OS14,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3856,BMC-QC-E-147,SFC Lead Continuity test jig,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3857,BMC-QC-E-148,Spring Tension - Test Jig,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3858,BMC-QC-E-149,Airway Temp probe resistant measurement Jig,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3859,BMC-QC-E-150,1 MM PIN BEND TEST JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3860,BMC-QC-E-151,DEFIB & HV PROTECTION TEST JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3861,BMC-QC-E-152,Norav lead testing jig,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3862,BMC-QC-E-153,Spandan Cable testing jig,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3863,BMC-QC-E-154,BPL Cable testing jig,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3864,BMC-QC-E-155,SPO2 PROBE ADAPTOR FOR NELCOR M/c,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3865,BMC-QC-E-156,TRUSCOPE 5 LEAD JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3866,BMC-QC-E-157,TRUSCOPE 10 LEAD JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3867,BMC-QC-E-158,Digital Multimeter - Fluke 17B+,Purchase Price List,1,INR,12390,INR,12390,N,Manual,Manual,12390,1,85.56,92.52
3868,BMC-QC-E-159,EEG cable test jig,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3869,BMC-QC-E-160,DC ADAPTOR TEST JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3870,BMC-QC-E-161,PATIENT MONITOR CMS8000,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3871,BMC-QC-E-162,HAMILTON VENTILATOR,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3872,BMC-QC-E-163,TRUESCOPE ELITE SFC JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3873,BMC-QC-E-164,Contac IBP Module,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3874,BMC-QC-E-165,1 METER STEEL RULER (MERU),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3875,BMC-QC-E-166,LCR Meter,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3876,BMC-QC-E-167,NIBP SIMULATOR- CONTEC MS200,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3877,BMC-QC-E-168,10 LEAD ECG JIG V3.0,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3878,BMC-QC-E-169,VAP WIRE CABLE TEST JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3879,BMC-QC-E-170,CONTEC 3 PARA MONITOR MODEL CMS 5100,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3880,BMC-QC-E-171,RELIABILITY TEST JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3881,BMC-QC-E-172,SFC ABBOT CABLE TEST JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3882,BMC-QC-E-173,3.3 VOLT BUZZER TESTING JIG,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3883,BMC-QC-E-174,M3 Thread Gauge,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3884,BMC-QC-E-175,"SFC Test Jig - SFC-0720,SFC-0757",Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3885,BMC-QC-E-176,Thermo Hygrometer,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3886,BMC-QC-E-177,THEMISTO GLUE GUN,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3887,BMC-QC-E-178,CONTINUITY TESTER,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3888,BMC-QC-E-179,MULTIMODE TESTER,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3889,BMC-QC-E-180,Spacelab continuity jig,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3890,BMC-QC-E-181,PH METER,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3891,BMC-QC-E-182,TDS METER,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3892,BMC-QC-E-183,"SFC TEST JIG - (SFC-0180,SFC-0181)",Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3893,BMC-QC-E-291,Steel Scale 1m,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3894,BMC-QC-E-30,Digital Lux Meter,Purchase Price List,1,INR,2700,INR,2700,N,Manual,Manual,2700,1,85.56,92.52
3895,BMC-QC-E-54,Digital Push Pull Gauge,Purchase Price List,1,INR,16858,INR,16858,N,Manual,Manual,16858,1,85.56,92.52
3896,BMC-QC-E-55,PPT-50 PUSH PULL TESTER,Purchase Price List,1,INR,53100,INR,53100,N,Manual,Manual,53100,1,85.56,92.52
3897,BMC-QC-E-56,Digital Depth gauge-Insize,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3898,BM-ES-FOR-001,Forceps End Connector Assy,Purchase Price List,1,INR,11.01,INR,11.01,N,Manual,Manual,11.01,1,85.56,92.52
3899,BV 01,Olive Vent Bain Valve Set,Purchase Price List,1,INR,75,INR,75,N,Manual,Manual,75,1,85.56,92.52
3900,C10-C-U-D-10K-03,10 LEAD MOULDED ECG CABLE - CLIP ON- NORAV,Purchase Price List,1,INR,814.3,INR,814.3,N,Manual,Manual,814.3,1,85.56,92.52
3901,C-1101SP001,EEG Din to Button Snap,Purchase Price List,1,INR,45.33,INR,45.33,N,Manual,Manual,45.33,1,85.56,92.52
3902,C-140100029,R*Temp.Adapter Cable-2Pin to YSI(3-86-390-0030-21),Purchase Price List,1,INR,133.35,INR,133.35,N,Manual,Manual,133.35,1,85.56,92.52
3903,C-140100032,Temperature Interface Cable(Fluke),Purchase Price List,1,INR,136.97,INR,136.97,N,Manual,Manual,136.97,1,85.56,92.52
3904,C-140100033,Temperature Interface Cable (700 Series-Fluke),Purchase Price List,1,INR,178.96,INR,178.96,N,Manual,Manual,178.96,1,85.56,92.52
3905,C-140100036,Temperature Cable (Compatible to Fluke Pro Sim4),Purchase Price List,1,INR,212.31,INR,212.31,N,Manual,Manual,212.31,1,85.56,92.52
3906,C-140101003,Temperature Probe -Skin,Purchase Price List,1,INR,201.42,INR,201.42,N,Manual,Manual,201.42,1,85.56,92.52
3907,C-140101028,Temperature Probe - Skin,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3908,C-140101029,TEMPERATURE PROBE - SKIN -2 PIN,Purchase Price List,1,INR,99.06,INR,99.06,N,Manual,Manual,99.06,1,85.56,92.52
3909,C-140101030,Temperature Probe - Skin,Purchase Price List,1,INR,229.31,INR,229.31,N,Manual,Manual,229.31,1,85.56,92.52
3910,C-140101035,Temperature Probe - Skin,Purchase Price List,1,INR,102.43,INR,102.43,N,Manual,Manual,102.43,1,85.56,92.52
3911,C-140101037,Temperature Probe - Skin,Purchase Price List,1,INR,159.32,INR,159.32,N,Manual,Manual,159.32,1,85.56,92.52
3912,C-140101038,Temperature Probe - Skin,Purchase Price List,1,INR,323.51,INR,323.51,N,Manual,Manual,323.51,1,85.56,92.52
3913,C-140101039,Temperature Probe - Skin,Purchase Price List,1,INR,539.32,INR,539.32,N,Manual,Manual,539.32,1,85.56,92.52
3914,C-140101040,Temperature Probe - Skin,Purchase Price List,1,INR,109.5,INR,109.5,N,Manual,Manual,109.5,1,85.56,92.52
3915,C-140101041,Temperature Probe - Skin,Purchase Price List,1,INR,161.54,INR,161.54,N,Manual,Manual,161.54,1,85.56,92.52
3916,C-140101042,Temperature Probe-BPL Warmer,Purchase Price List,1,INR,480.24,INR,480.24,N,Manual,Manual,480.24,1,85.56,92.52
3917,C-140101043,Temperature Probe Skin,Purchase Price List,1,INR,190.55,INR,190.55,N,Manual,Manual,190.55,1,85.56,92.52
3918,C-140101044,Temperature Probe Skin,Purchase Price List,1,INR,165.88,INR,165.88,N,Manual,Manual,165.88,1,85.56,92.52
3919,C-140101045,Temperature Probe - Skin,Purchase Price List,1,INR,165.14,INR,165.14,N,Manual,Manual,165.14,1,85.56,92.52
3920,C-140101046,Temperature Probe - Skin,Purchase Price List,1,INR,195,INR,195,N,Manual,Manual,195,1,85.56,92.52
3921,C-140101047,Temperature Probe - Skin,Purchase Price List,1,INR,287.21,INR,287.21,N,Manual,Manual,287.21,1,85.56,92.52
3922,C-140101048,Temperature Probe - Skin,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3923,C-140101052,Temperature Probe - Skin,Purchase Price List,1,INR,148.58,INR,148.58,N,Manual,Manual,148.58,1,85.56,92.52
3924,C-140101053,Temperature Probe - Skin (5k),Purchase Price List,1,INR,188.87,INR,188.87,N,Manual,Manual,188.87,1,85.56,92.52
3925,C-140101054,Temperature Probe - Skin,Purchase Price List,1,INR,214.02,INR,214.02,N,Manual,Manual,214.02,1,85.56,92.52
3926,C-140101055,Temperature Probe - Skin,Purchase Price List,1,INR,172.45,INR,172.45,N,Manual,Manual,172.45,1,85.56,92.52
3927,C-140101056,Temperature Probe - Skin,Purchase Price List,1,INR,92.89,INR,92.89,N,Manual,Manual,92.89,1,85.56,92.52
3928,C-140101057,Temperature Probe - Skin,Purchase Price List,1,INR,756.88,INR,756.88,N,Manual,Manual,756.88,1,85.56,92.52
3929,C-140101059,Temperature Probe - Skin,Purchase Price List,1,INR,137.95,INR,137.95,N,Manual,Manual,137.95,1,85.56,92.52
3930,C-140101060,Temperature Probe - Skin,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3931,C-140101062,Temperature Probe - Skin,Purchase Price List,1,INR,143.09,INR,143.09,N,Manual,Manual,143.09,1,85.56,92.52
3932,C-140101063,Temperature Probe - Skin-Pediatric,Purchase Price List,1,INR,266.91,INR,266.91,N,Manual,Manual,266.91,1,85.56,92.52
3933,C-140101064,Aanma Temperature Probe - (mono jack),Purchase Price List,1,INR,266.91,INR,266.91,N,Manual,Manual,266.91,1,85.56,92.52
3934,C-140101065,Temperature Probe - Skin,Purchase Price List,1,INR,286.46,INR,286.46,N,Manual,Manual,286.46,1,85.56,92.52
3935,C-140102029,TEMPERATURE PROBE - RECTAL-2 PIN,Purchase Price List,1,INR,106.22,INR,106.22,N,Manual,Manual,106.22,1,85.56,92.52
3936,C-140102035,Temperature Probe - RECTAL,Purchase Price List,1,INR,163.73,INR,163.73,N,Manual,Manual,163.73,1,85.56,92.52
3937,C-140102041,Temperature Probe (Pediatric)-Rectal,Purchase Price List,1,INR,267.3,INR,267.3,N,Manual,Manual,267.3,1,85.56,92.52
3938,C-140102042,Temperature probe-Rectal(ADULT),Purchase Price List,1,INR,166.2,INR,166.2,N,Manual,Manual,166.2,1,85.56,92.52
3939,C-140102046,Temperature Probe -Rectal,Purchase Price List,1,INR,93.6,INR,93.6,N,Manual,Manual,93.6,1,85.56,92.52
3940,C-140102049,Temperature Probe - RECTAL,Purchase Price List,1,INR,162.3,INR,162.3,N,Manual,Manual,162.3,1,85.56,92.52
3941,C-140102050,Temperature Probe -Rectal,Purchase Price List,1,INR,102.48,INR,102.48,N,Manual,Manual,102.48,1,85.56,92.52
3942,C-140102051,TEMPERATURE PROBE - RECTAL,Purchase Price List,1,INR,157.19,INR,157.19,N,Manual,Manual,157.19,1,85.56,92.52
3943,C-140102052,Temperature Probe-Rectal (Pediatric)-10 K,Purchase Price List,1,INR,155.5,INR,155.5,N,Manual,Manual,155.5,1,85.56,92.52
3944,C-140102059,Temperature Probe - Rectal,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3945,C-140102061,Temperature Probe - Rectal,Purchase Price List,1,INR,468.42,INR,468.42,N,Manual,Manual,468.42,1,85.56,92.52
3946,C-140104012,Single Airway temperature probe,Purchase Price List,1,INR,219.44,INR,219.44,N,Manual,Manual,219.44,1,85.56,92.52
3947,C-140104016,Servo Airway temperature probe,Purchase Price List,1,INR,329.93,INR,329.93,N,Manual,Manual,329.93,1,85.56,92.52
3948,C-140104019,Air Temperature Probe for Bird Meditech,Purchase Price List,1,INR,211.22,INR,211.22,N,Manual,Manual,211.22,1,85.56,92.52
3949,C-140104031,Air Temperature Probe,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
3950,C-140104037,Air Temperature Probe,Purchase Price List,1,INR,189.01,INR,189.01,N,Manual,Manual,189.01,1,85.56,92.52
3951,C-140104043,Airway Temperature Probe,Purchase Price List,1,INR,189.45,INR,189.45,N,Manual,Manual,189.45,1,85.56,92.52
3952,C-140104044,AIR TEMPERATURE PROBE,Purchase Price List,1,INR,259.72,INR,259.72,N,Manual,Manual,259.72,1,85.56,92.52
